PUBLIC_ID	chromothripsis
a44982c219206cade6dad5b67aa7928856ca26785b43bfc0df82a3016c8f4abe	negative
85548ac0c42e86c5101ba4ba66063e566336f0906b94a5b635b448bcc28e326f	negative
dbd6ff89d8ee1935921185fcdc85ce1a49c7e579ebd26a9a44799a67d9140a6b	negative
d3a6dc523f60f5f0bc10f7af70e818fae550a0e68d3002c97b54bf9641095e80	negative
710417eb0038a975c2eba88227c4bbf0f0b55bec0b6fdb37c5ba588af47f7b3e	negative
7f7655bc0beca45d23889be9d389363cf0561e9c3037d98457cfe75093063935	negative
e78eb9d0cda38a5e7e64e2b9d5c083bac9642f5cd3af80689027d73d91ba1d47	negative
c5c7b77e0a3325a47db0f7ace004faf26df4ed26e63a8208208d2ccc7a669df7	negative
ee18f48d8380db632ab6bbada4425fd80d625ebab14cae231b771606979c82dc	negative
4963874e57267c771b0daa5188aa24e13f6217a5970a8fbcb885f3f0d3c3c4a0	negative
f79c3ab7e1693b0fa5038da0711f3da29667b97410614d94fe16e03d3898ecd4	negative
f3adf8b568912d55e0bb2c716e9f4175228fe99bb29aebfe2e1fc737d6d8a7b1	highconf
5287227d3dcf4e11902c76de69f4f96c2d72522aaa9f1a017234302aed0d12a6	negative
bdec182e27c3929c642e6e65bfeb6d8ed13407a730b102f9df6326df7f4ae95d	negative
00416308c6614ba520193bbcb1cabd5fd50f00a8f4c122f6dcbb7485eb9f1724	negative
45e3958a5b2d79a11f6d23de659f3d73c453f2178b589750c4c5df65aef38b10	negative
7953c352f2ff6d311e201afc83136b2cbf6e9538886aab02ff750ff0a0472b53	negative
5d6a852a739b116710539a4526fe373fbdee33deee13d482bdf256d2c718e705	negative
849063eefef16745da6418424c317d017d2308afbee6a9c4a3cd8b7d0a81d2a1	negative
7320a57a9dc3df762800ba7c5a6d10b09acd2e6e638633f9e1a52b81eaa3080f	negative
edb06aae3fe41adc5eb50404a8d4c287f677d1fae0f913799d09a1aca1afc039	negative
e6b0bde981ed48fc9b911f94652e4c88088a01108618809f732dc09d5c54a86a	negative
91e9224bd7ab414616b6e35f51e7415694ca92cadc8cf48a62a21de970674427	negative
d8b02795a6379bd844d8d28417b542ff1f8a2d76d11275999f4ddccab88d5a45	negative
45e47fbe4d0f44a83c82336cde87df3b743fe94686813a9930a6d91de5e3d86d	negative
c90f9420f6ee2fcd348dbe8d0497b654913d35c093fa6852f6af5c06dc8c3d52	negative
0b521b90deca6abacfa8a4a1360cdef6f71f8f9a43b59307ee1ef08f39c393cf	lowconf
8cfc44f1826c0c6ed10135cbc29b5feb0c373e6ff01c144957cb14368847d337	negative
1ba9928d25c0d1e186645078e2ac7e84de6a5a6f5c3050ace306462f9fe3e230	negative
e9ce7e03fd28ff3e303f7c9658163364bcc7ca1ebc3c1c5756c50bbd090bc261	negative
9f009758ad1b0b48142675c32a0ddf9f4fee671b0c5e5fe59d8f00999b29df25	negative
9dad337a18e8c19b62de9865e03bd1d1c4ff0d936f05a0e7e303ef809082ca7a	negative
4720278a9bacf08806132f3acddd6b8b1a364f0eb2d434ad641e57bd70ac1a64	highconf
3d355676af17fef19685f572119793dc88f2e0163db5a7284acafab0d4d5822d	lowconf
a2dcaba9b6e9dfe3b47c5c8cbbea656d215c01b1a7325ba7322eb1b8a0b7a5e9	lowconf
b44aabc56edea6fdeef2f00d949af4ba251c4b69384d59327c9a015596dce5af	negative
623bd124a44986e83596743f91f0b37d77c63975bbf07650f6140086a9157281	negative
5697b1063c92ea6f870d4ef22955d1890a5e6c4cb749b3e89b14c27c6f4d9d9c	negative
8bed7b698b5852fdd8ef15e8bcbf1ed53a0829c85103a145348e807e53f3788a	negative
7f0fbe94b99de6e27e2a380d622faec3322f0d3d09cac9f19b17be15a9925eaf	negative
ece685b6b5aa6fe17fb9f94164111276301d48a7608c7133bbebb43531d7fe70	negative
4558a52a1fb5577898881ffaab51e3407f894df07742c225d9f85baef25d3d21	negative
b9f90691137389feb93cd0425d943001e5d97d1bd7f94444dd38a20b923abbbb	negative
c5cc85409d4ad9f4ab53deb17d262b2abb7086435c5d014721a96bbd038a8b7e	highconf
b2e1b7b2e2baab65a79c26caf2505ab0015f17fa3007b8406422aa137540ab27	negative
d1d8add3bc4dbd076e412930c6ccdd625cfbb87fd6a970660783c39744ae62f7	highconf
90d916fcfd9b47f5ce6e44631aef0815ce2d9275830c387e9856e61881d8ae62	negative
d1ce59372134640f55f5ee00cfd95988365e6611b5d53647fbe1d2eacb352fce	negative
ee56f223ee76703d626d4fe636844cfa2fe63457f53d02ebb11d86df97aeb7ef	negative
9a63e16a06e7530a2e292db70475163290f7d5c6687a224d98dccb20e4c22988	negative
7441e88303da9f1260923c2d341a537bade591e6847d8a630243cb6a3bef65f5	lowconf
19e0a4f13bfc1125d8d74ba6ec8a90fe714b00b315193e32f1b1c76b6fa5c40e	negative
319dcc08edb68ed543c86ccc183179e23529b292cd621ae4eaf51c6e2a92db3f	negative
dc250d78deca504d0b4507a4e527fa610e00b55b3f78dad78edc9409aacebc7e	negative
ae3c0c30054b419bfc513474c6ba537bd40bbeaeef2507b6499f302ca5ec335a	lowconf
13fbeec05e5dc9221fac605118fdd5e9ea745d9e6ebd1886036459ab21829e6b	lowconf
89814ddc6b7afa7cc4f953980c84b28d289ac2169ece39a58d948dfd5e1dda9e	negative
184a6d7a2610314710396f85fbbb125a76fa28a8215730ed35104f66ebb857c1	negative
a70ce4dbb26909fca7d16351e9906d84dcd259211f12278482bc68447deafa3a	negative
a82e5125be79bf8e5af5a822fc82b5443c7a1e9be6e791eec54de26d339666c9	lowconf
bda5702cbc265ce312596b1596a6c898d3537a1f740df338a57f382c55f723d9	negative
2b8fe69bad29d5c47e23388146cd61c2876db7a516608857e39e70ccbee48e78	negative
b40a74bdd6ab54b897f39854abb137655de585f43f68f8b03f1a4514000243f3	negative
b4965bac8b3f60921797c2076a9def743f58c45fc82f3430a8c4b99b002c5fcf	negative
419d54f84ed806253fd0fd5d036183dee1c29b493ef702d60fa938213fed6a99	negative
bae6f8946dbde147d0c89d8acfd65255ae0a6b94372cf828fdf9776d2f8aed71	negative
03ea428f83a90aa8e22078cbd11e9ebc4216c1b1451c17fb0d7e247d232ada11	negative
f6c41b2f46fff066a5008c093b2685d73b8ddf1707e1bea137bc0af99c9e1162	negative
99d0a3f70c0b0f759f540a3d2d35e7b94fec5848a555f275ce7d5a06aa8070cd	lowconf
64ddcd2f0061dad26c2604e2a3abe299453a650f99ade21e90798f6813df17eb	negative
04434088739fba41793b67fb9ecac241b5759a9841923fa44d06de561f11d8ae	negative
783a3fb73fbc77c80fc203a9d1963137e1d1d5acd692d120a7e7766f8e603875	negative
b21333c124ed8f0e6e719c09c812d6f5adb3e0a5538e88db079b4e2866008ec6	negative
c9aec3a8471c5f262faedca6a4896f3751ea331c67abbba05621674e7cc5284f	negative
7b3bfe65d16f16175bd06cae4c4d0db872d8673cb7089d851216e1b397f64de7	negative
752a482a3d0db4045c0cb33250ce6cfc7df374683060571adaefa8b7a07bf99f	negative
2adb77b3daff82240acddeb98c5f2dc834937e2ab11690031aaa0dad9693872c	negative
2913af6519851bd51dc4aa4f6a6c68cf007d66b3811917de12a0a4914f86e1ef	negative
af0b6fc84302e8032521952d2927aedd64f275074f494ae003916e34ae770fb6	lowconf
920c994cbcdf7c0087bc5222727f26be38282eeb7308810994d3ac32ec192a83	negative
c59869473e50f5facb25846b70228aec6b8a6281d6ff0a248d3443de84dbe491	negative
42198e0fc101bc9934b45ad294f00bdf3afb59792139e185aab3b851ba953356	negative
a23a66dee72d70884c705e27768fb7f183b195103fad03d81aef9db0f4643f76	negative
b6518bdacc446540103b24a7a4d23c9c178e0b9f8d4a29c1e378f966e0d9e525	negative
e2ef0674d0b2f6838f12fcdefa9ce1587f9bbe9afacdf04a3b10dabc540401ad	negative
5c797cd5af52c76bd03e1bdaeba08ae80a06cf8bfc565941da25864bb2fe82a3	negative
4f733645d3a57238bcb54a32e103246f7014c5d2192e9eafa6e9f699328a0c98	negative
25b946e5c27e79c022b434bf3ccb61929a1ec24bfab63b81223a56545c3618a1	negative
a5803f9bffa3273c200bbf97147d7df09a5f126b0ea16cb891508195ec1efe33	negative
498cbcfa4cf8bb8258342b46eda47ea5a21096d1a9b6e72f35863b2f1b0a9936	negative
f851ba8a201462daf1ba1d315a511f4a95fedb192cbfb6b5a266955b32370233	negative
68cdf3c5e62ac8317cfe9a24fa18c36d94f808360df7fcc3d8a15df4555c38c5	negative
b0dc5d02d71576609a3865cd00a1ccda9483073ecaac338785478ac2b864d55c	negative
5df5d753aec1c1deef25a45cc676406c067c9b737ca09076ce7200af22253351	negative
2267eb9e1cb4de6088e8986f1f801f60ff2bdccfe50a6fa1332cc121649bfca2	negative
2b1b81b93c79e7314b1f2b5463d05a90ab395e2ea8abadf79a6df45a6d70d166	negative
dc5f9e6ec4bcd466c6c92d50f867a9b7c20cccbbfff70c7bca851bd7a88aeac9	negative
dceb151726db64ff9b3655b37a7cca255e0177d8a19b92db9a4a0d059dfe1f38	negative
d0d8496921e7fbb09964c2a1066fbba73aa0863ae21d1c372a339dd4447b58fe	negative
5b1cb652e5b56f703be368352e8a2343b079ac4a76e221640891bafd0f3e191b	lowconf
55f16c93488d6ad723b6a6d0dffb34c145411d2f467b3ad9e056bfc434410cd5	lowconf
34675ee2d20ff2f9e9814d2b8d4fefb9f764f6aabb5db0fe46a462e0b59adf3d	negative
028e820c832ba059e324e4b6a838784c5ad16d660b531adf731482939a9736ac	negative
2b6877b76ff0e1d81e6fca0b92b1f51093915f9b09e9e5896ee64002016646f6	negative
34ffb9b834f6037dd1858d58933a4f6eb6738b510b9383edf7847de39e97f9e5	lowconf
52c8bb32c577173c5cfde78b1b1cbbc99044653cc63fa4a9b2045ff6acac382c	highconf
7b8fe22d60e8e619a2bf5423b0e14c381389db24ce661d97824aaacac9cec1f5	negative
b9e5d225af8d3289e2246ceace2ad0088fa84402ce1b8df343434c549591fff8	highconf
02e1056f4ddcc6fe24ab65bfebf391e79261daf2735eba8ba1018e227caec9e7	negative
86db943dc2f0f29fb3097d3f41919290b6aa7199b9ad998ba75df33f0dc49956	negative
a893da446eab577df6af1fc47bea97eeb4ea816d57e2a4b5d0519aaf4822ed07	negative
72e1b8147ade800484ff768015f33e3b988cba84d37ec9e30e0377e6de4f3f46	negative
62c7b510c2bb72cb002ea7269566e407a223dbada63e8f3e63c2ca167bd7e7c0	negative
edbc98c8aaa0d040792dbeee9b4657d69c5cad756dd07289d24b0c5b91e7273e	negative
1a634e337b5b5c8dc059cecebf9d648bafbb121de992bc95c58b3d7bc83f4c10	highconf
cb2811476efdee02402ff0755ff997cd56578b725965b937773eace42f013711	negative
ffd202bf653783a0480529563f7aa41e0904e3f6b09a0f5904e6e9b54947ab73	negative
d2044aeeb8f39141927e39888e5b889c2dea1c326263e887ea51bcf20b3f8d06	lowconf
6ee6ce644e3a119dedfaac30a7a2b57858605b4d0cb0872f57b4b30b53a178a3	lowconf
3818a9fac651451e0822b9bb990fde6d71b001523aa8b26923705a6cb0b23c93	negative
4c184031682839b2f0a84649c4b359077c43375f40645253cc83e4dba604fcaa	negative
b43e2bb616393fc5576599a76dace3fdb7e831e40a86996b314c621651b247a3	negative
7408469c326fca8f958485872200ca793f9d28cf159e46e075b0e648d2460a46	negative
28dc4d86f3d40102de81a44947c5354aaec764de2d6f34df43d81c89beb27a18	negative
6545a12ecb2c08784d87d3bad87aea89d6cd98a9759bbc498655355a37bfe39c	negative
34653f0e348d3e8a2fa14db176c889a6bb2bfa1b667e99581b74957321f94402	negative
dba7af5bd3020ea046d29169f789e0dd02ba12f6644e2b41a0d140998374e4bb	negative
ea49c4f53582af6d9bd6ba3a525517848adaad3fe46fda4d5bcf4163b5cd0cdf	negative
10befae35c52eebee35010923b306f45c0ae9f03a3c605eca6f98f6949943384	highconf
e9243bfa4eaeb2377b0cde1bb59228f8a58e3728187a7da18dbe3feb20eaa6cd	negative
9b8125882de7066ee65b6b052e9afc63a15189eb75194cf0f69124163beca560	negative
cc992f35aed62b03b897ed02a6a084df016c63f6f0c67f30c3c81b532b2b01cb	negative
67d6904e433880f14a19689466932a2cea4eabc50a287ab57a9a24541a2fd5c2	negative
98d2560392f056c8d14cddad352c66e725656be1d181c7a5fc80d51fede1546f	lowconf
dd03cfdea089ee192e9d115d40697312528791b0a2526b7293efcfd67304178f	highconf
b98f19ed7e92249f691f6f71bb2ecafea91b87b747638ae0508e15505f0c9263	negative
844574b4b17d555e39ccc1c53b14dfb9022ab3537e1fa74981aca4492eb0f399	negative
ab51c3d2e750020a4421dffba40bb5ac311c0212a76e94740226ab3c8c44164a	negative
b3b106e9b341f4b611254899321c24314f9c8c6880dfa8e03c6db18707e617cc	negative
c328cf8ed2eafce5f894823420fcad3802dbb969831efe37d260e34722aadae9	highconf
b0a8168667e1de99dbd70c34394486bc71500efbfdc914ebc4759e2471d2a049	negative
c0a1450d8f4a56ac70acd03a44ef82b9564dd013530c61a9a9ae4c5414d5431f	negative
d2b1b53c8903e40b287ff80b59c7b7df2f9036d0faf83079c35af29bbbd13cc1	negative
953678cc2658b27d8198cdc9f1c09c24fa3d1e5946a9a19c9c71ff8c6223f56a	lowconf
6a48a8359b0ad7b5e9f1cd903b459774a6ce2ffdea096c6a73b60451349509af	negative
6b1d15fc1429ae5c31f91df97905030f9342c4feb0b1dd0a9c387118f5e07439	negative
76178dbb852dfa472df093e1b9179d23f62f258399a223d6e943aae31bc228e3	negative
f3f29eb5e79c64b07d3ee223afcb8feb6ee8150fa73759b330c8b756d2d7ffbc	negative
88e338e12bc9eb527f73c92ed690811be2af9b3ecde5be3f581fb266815ca7fc	negative
70a371a6d8f1ec08e75887bcf2edb32bdc2239bca81d328cb1e08a91ac794d2c	negative
eeefb0525fcaabf422f2e28154e1816b56f0f3a891b85308ffcf90950391a9ef	lowconf
f173c07b1d07663d079ef02c5acda0487f08f7f93463d60ecaa5497b26804c31	negative
a31a9cdadfa4c0ee9c30ab81f37609098ac50f5772ae69f29e11250be00cb84b	negative
b685369972939dc26c3d6363becbe9f7958d7d2d48c8d4d82749a9d548c7d0a5	negative
4e118082d2a2220d9655308f56d0dc6135eb660451daae8e9d6cac116b765bfe	lowconf
77d0e6ec75fe3fa10deae61a65150627c96ed702963e2496bc19c27a1c485cd8	lowconf
49e3e1db21ae156fe18ec249053518de520121cdb2816c93a8784378bfdc6efa	negative
9d146989b21fa69888dd44c26d80b4d3ca665bed1b293e9b17d9cf7925764262	lowconf
037b39fe7d2068b2def8a09e84bf8d58430300974c1d832a879f91a9a19314fc	negative
f23fb956e87a2b2c1365c1c9c6b68f9cdb0f0a2917d48d9178487b617ded7de6	negative
883248fa93a2611a60d90a32644e6e3c2a9dec4154a989a78fa4137c4e698592	highconf
bebeb64719f1a17ac9904cdfc5bc46e07856556962670e246f554a803fefe85a	negative
70c49b061117114a47ae347357097dc07612c88b18b4bc4677735e498343adb2	negative
eda304ec86d2be947dbe0e9dbf48399727f62ff28545770d0b385d7793b408d0	negative
d6c9467924d0e75a9a6b227523ea327a6c709e8ebe4634c5a13ae564464093ca	lowconf
10c333773ad80b4f8d7791ea2a0336f558ec9dda88472048655f7450b318955c	negative
145511930e37ea2d5af53c96d984e0a2824d9459bebe325214b120416b203803	negative
236d3ab0cc29cdf5494b322565ffa87a33e979fbe4efcf02a5e03ad1b6eaae54	negative
afc48dc9336fa68857539a0800bde80d6669092551c18f8b7e51d6885f78be6d	negative
39c5a45ed6e6be71d45f97789de5b5c235d80e0019ab7359c197998983a2294d	negative
9f865deb9f0a951b07703e035d2d636d86ce7ae6a66948291ac7ed955e92148b	lowconf
c76952c0e70351ce5e70736d74b997c88af0f0c8ebc7afd8b8a7b1d28029ab94	negative
c7ddcb236ae4a1b91d15122b1404454e248ca0403252a1eb4efd1ef75c65bd80	negative
d68eff2347b8ff21513f4b3b4c8a148635796970810ff615a0d38aa574a375ad	negative
e848a9498a431c5c3fb1d841aaf8f579217720520ffa5afa7e6f0a00310a42b1	negative
5b5a3740a48760d39fba5f84a750f66186f5d9a0bacebfd57b43da5d4543c5a0	negative
bf5a45fd8cf0badbe21b519350f414a6c610e452e2df157d205a9ef528228cfa	negative
9c81059607c0aabac251a06f36630f3999170b6953fc811ab9405cce900364d7	highconf
ffe24b3f6457de7f239da9ea8925fa2a5e52bd91a905ec0f4ffcbebfab119d17	lowconf
04a680b59ec5c279654b336d38bb0f08ad295e4072c9fcb7e71b811ffae9a6b0	negative
38f839cc216e17f16810a7a2a1c4a0b15552228634c076e84b0316e61a675780	negative
5fc8aa97ba5042aa520cb148fcd62f428d50b4992512bdec14dbcd0ab1f379cb	negative
f8046bac12f9313a01bc962257a6234fd926231712cc1bc8ccd8eb6a29c69321	highconf
e9121bb2395469c1ca8fc7c1f722387339b466a58f97dbe9e701f4c2f67b2cb6	negative
474d700787e524ca7cfd92702fd267f14687fdc732c689529303a24e2ac18441	negative
5b47dd87a655050737fbd77596ff862840333d4d7d96201dfc7ef274ea2c3422	negative
cddac1b7b658ef5ba8d9091433b27c7f70a7bf75f622cd92cd88ade73e7fbcc0	negative
7b0a8c0cc73ba3c3bb2a432b68ed21d1665bd143058a9ad352afd26a17e0a6dd	negative
a690574dd454eb0eff7e5b421a968216a21672f6698324f07a70b01f6a1c5305	lowconf
b1a82d5bc466b62fa29c049686a4cd7c57089427fa3606b200763752b7bb53d9	negative
75b3242ab4b854d069b41820919e98b3ef30c3af13b668bad3af2c0e62e9a7dd	negative
227b8bda1a3102ad38aa2b330377402a13dd154f94659c5ccd245cf7d0b29133	negative
3ed97ef2d74166f73e87eb07ee1114454104c13e299c98d7e1310c5ee39e6e64	negative
1cc5a9438e1ba1971557f49ac4dc2addafdd640899c73c009f2ba9f217168587	negative
09ffa129f2f1c81de28e74c73b5c0a662072ce928aa002556f4007a7206d5ca6	negative
908adc6a4a9c7c95d64a692bdadfc4e4da7f5236e48e29e56799599ee36eef41	negative
ecf2f7a7b4df093a7b5ced6f49594bb4af59c52e0e46d0f5cf1b9fb2c1f0e848	negative
6678cddfd7947d2c255ea870e9fbbb7eb38f2298d9f6c223534c288d24ba372b	negative
f92c9e7f30db9a1e368ae5deb2b34759a503bfc7230e8a7a7e67efa4d1356d58	negative
83fb55fe0ff903dcd38e14b27115e4f7732aa06bb7348b956f2a617f18b49703	negative
acd991852a618127a46b79a3ba24df2192c481455096fd28e3a347f6d4052397	negative
e55b719470e8e99e9c81460d7bd39f2a08db63e8a68d4ccda87c417f87dfdc6d	negative
2fdebb5625cdf1dabaa344ff2dc4de2d1e614da8ed4907b29385e9202f9c32b5	lowconf
781929cbaa7fc2d8af2198bb342d694119d4f0ed1ddef6f56aa1ae498c31f81d	negative
2838a4e2dc24481858801aba4abe9bf81e604e15ecd31135f58a628a1f9f5e19	negative
c702b8d306c22b2fd586bcd16368a8d4cdc32ce429cb06afaa38711341a77825	highconf
ac8037e6e5582346a95cf32a7dc8db6a58c71d1eecbdaad0751a066eb0318b86	negative
fb57b7fa0664e8dc5fb0a3da503f0a4f758b9d49bacab4e86eb368e355965bc0	negative
6d239ab86ca2505f4b6e6cdc6fb833117fe9f84b577935c730b7a789d0933d92	highconf
a2be0f784eb45c78a28d80f9305e39f6e4748bf08f48bcb84cbe7435da5b4631	negative
583a6fbb6da65c34cb62b04b3bcb47900c1205835ec74ce9e9ca6cb89f02fe36	negative
01e10e4163f5c9c4a64e8279ecf122777bd81213a40bd3cd4c9c727323d392fe	highconf
a646f24d1f790023dcb6847c7d87ecb33205ca886658595c00ef916ace7ef270	negative
fc7b8072f84166a140f97d9875f98e744f5437edc7889fafa58c8bbc9bb8da96	negative
2dedf0b628a0f88d4499ae197fd8ac6f12d385f35e03b178e73512803e744029	negative
fa7392570065759f4721d180346403aa97654a0353a66b44b9d2b442c46b2eca	negative
217607b06da9ba2d9a040b1b6e712014baa3d8376a28d023f47822d467cfd61c	negative
6c8efc18e8ecf29e0f9cfcc89130bbd61a84916faa82a550cfd26983a5b83794	negative
e34fef583700a5c916fb0800fa5e73bf6f762265e9a2ac73ed8bf05cb3f80e12	negative
d3bed41f0b42e49fe91b18b3a001d0445e50331bcf1a7fc5ee05d314a045cff6	negative
220d61c324750fed7e9776fff312c22a4ede0854d50429c0e8eaf6f0921bc1a2	negative
c5940854df66bb42fa1307ea497daad7923cad701067ce4d14e93f0738ae20e5	lowconf
cc8ec34f5690c0f2d5a6c9c22f17cc8fd6ee2e12a68f86899c713b77393ce7cd	negative
65efe782de7519afca7741fda4e3b86ef769b51d70c3a0e2e86d09cc857601d0	negative
9257389948b0ccd47807d0a642d963ab91434b67f33c1e3d049a0b4e56f10f1f	negative
6d3035fd0762c91d57918906af7f8dbb1637300b3596ecf510394b7eae93fb34	negative
225a9a60db3a8474a5d1f40383666ef4a69d57d8905b39a95b498b43a81b75f3	negative
3999bc11f69d5d46e3e3f19ea050e0a5b320118ca1ab6e977358375e9487e1cc	lowconf
682715d4d9a99381591666558a625a186affb948cd3f276f1a05b2139d354827	lowconf
eb0ed0e9252007be00c353eee68d6724f7aa4fc77e594eb8bcd9a6eea005d317	negative
4905303eee852dc5814cd7648ae09c01204344b2f87b64b8923623ae5bde918b	negative
7916f2ada8802b34c870c1f02966084467f705fc47c1e430fd36bc8adbb60244	negative
b69e29d0e271955556c9cfc39e997add6e8e5663c876d8970b13333e8e0bcb98	negative
cd0fcc6359e74ebfb85f674071c2b7655d9d032d6e8b32452d89fc6c8b98f439	lowconf
0da9dc06d55732174f51e87880558e1b8074b61726fa5922dfe10608cbe7075f	negative
7be1db7fb600c17e90804ee0767ae7f3014270e23cec9032521986cbd9c3a43f	highconf
de6d51429b4541a963ad66c6e48747a131cea58ebec2f6801fd31edb51b9ffe1	lowconf
c06e9068778b2c8bd7d85da8087693a57ef5411aa847e8e23bdaf5745e1b729e	negative
39cad937fdade991f11ec63b3a3009acb14e6b4fb405bb31ef1340df8b1a9dcb	negative
e40908bb440a10154f3a4f5fdc978ddf8b1f61d659320c6fd35c200a818fdb07	negative
d8f4ac1b3ad2fcc17d5424afe022fd13fb0a9fca78f0768fdf4df9b9415873dc	negative
f3fab7b37b11020563bdb421ad193ab19d2b452836ce330f567dfb486d7e0a58	negative
254a4af346a9447c39dc36d28a8d54efaf26a99455eeb0b242af19199d12898b	lowconf
fb109b6b313b31ffc29eeab5548a13b4dc817db248238660e679e0bc9273712c	negative
27b401f1dc709b5a24a66b9f524854dcf2c170386574686503dd984c813f43a0	negative
83e7bd8d6ed12223b8f47f32f7d019ebbb706aae72750eec1a38f5a98490e91f	negative
a0ce9289367f7618792b4d8132e85a17bf49804501f09c4b98916cd7cb8e107a	negative
4037a4739e807827d6158e2d0c5fbdfdc262498907f396de4e227c8d1c81f9f1	negative
8327661de0da787dfec8485d037452eedd1ab262d1c1d30c38b23cf866117a63	negative
29cccec0cd5f79a397a2e4f34cf461acea96f7f78a29a03f10f5bc64783197ed	negative
7483b08e0f1435bcf6f2ba086673201bf7602f038066fb0db94da237465bca28	negative
5833686832f487ccd111d76ce0a6a80cf7762831b4e1d12418c77fe6cdec612f	negative
80ec72832a1f8462faa927c11ee6a345d41b084717b699cbb96c080f01aa510a	negative
0257b01ca53f88884f7f6de01c6ab0ca15d9df27f115b687ff2aa867ab5a044c	negative
a20d132606d212f23a9e4c31d215ed24ae7b839ed1ef9cf6de99551e32d755ef	negative
0ab6671fcdcb1ba905ea2e5444efa1c27fa8c2b274d3fd3fe42ed2ba495e538a	negative
0f52bc2a489c346ff88a82da5d5d3ef6d0420a6f13353dbc58bc770a75347cc6	negative
36bb4fe252c09c3f1c0853a3a7a4e5259373cca5325cd1670a0a35c260dd2aaf	negative
69efe2ff4969729c686ba0efb9c6cef038762219183ac08a87eda458cec30d5e	negative
cac32ca1fd1076ae1d25df58376eae9f199022b350bbd82aa4d9795fe8636416	negative
6f789442c0ec53ac92f2eaf850218313536dc5433dff3866a18c1daae43a0c93	negative
ecafa321256041b76089fc90aefc25a2169598e707fbe6f1b76bf9bcf7a13e41	lowconf
fa22d94f61f2c8d5bb95b463c611d593f7127606886f80b3b7f6c8d3fafba6d7	negative
32815dd963e4c4916ca16a562222b6ae7d35c90dc880c914c26976c648752e67	negative
d9d6e8d6f58b97b3087754a35a6fcf6990f4d2c9a26460bf7471e55cb60e1571	negative
e6b14729a57d0bae952f0574935c69d35746fc4b5addec7c61b55f3feb56f8ef	negative
77ddebe873cce3e4f86f481d5a47a6b642bf56ca96a94920f839ec0c375f433e	negative
f89f6da0a60543a15d6641569a33f1d722e665bddeaa9d4100751577056b21d3	negative
dd70ea6af4305e3a72750e15e3568c5cb986b8d43897412f6b76f7cbece1513a	negative
04357da6243062cddcb902af4c599824d4b80584f5182a9cc7117a0d79117d3c	negative
acf1b64fde5c35a06fbfb2e497bffb745a9e961a07649b8867c960141e090f5a	negative
25fafd557684cf6f4d7cdb9bd22f2eb26764c4a7744b545b6f222f5cdcb35394	negative
c7ed59a1e417444188cdd574a414ba618497f1146693e7704e30aedcd785335b	negative
e6e0b8703df890805aa175b7ca4807eb604bac2089729a6aba10bf8d8ec166ed	negative
7e905df44bc6337771f9ac610a59b089abe3ff665a5ea215f3d1b5ea5cbd9c4e	negative
f1996cf30747b84b4aca51c12597fe303a1b4210b39fc0da339093087e1ca20e	negative
2237d5ccbd2beffcb4dd0b17fc63ca7bd8731eb9100c0fbb99728b6310e5f6fa	highconf
ec88b45eb737250fd67d3121249ccb4ae1ca3da98c0239838484c66a1c8afc58	negative
c5d9947985e7a4955a9d0f1708767135a7f1a6691c023aab19375843c6995877	negative
5cf5a75466dcb950c38f13e8e5c020c04a8f7ca283c34c0ca94065e80f8ace97	negative
a9ab67d069d01871068849ae69dd75dc1a2cdd2f4c03e2998339ed97a6592188	negative
4b90e5adf44442b181c62f80ebc898e384335749e046af32d28915337e9ce6ce	negative
d0e1607c416fb2c9ef28fe05fb36ee80da0e826856f838fbb11665854e571e01	lowconf
ee1c4be3e67a22cbb07807c0635fc75c3e9178e546caba1ac372057b06ffafa6	negative
9f8f33727c8d94e83fad518258cb78240b4ef5983ea1ef85fe9d9c61036cac7e	negative
0a23d79337f25f7d235c6d49f9cfd7b57eca5c7cd110656700a5dbae2f3350df	negative
a9b6f1851e380d593437b00bfe79b7fbb81c2518f74fb9df4aa231792d301621	negative
f4f0c6f5b4d937df701159c53940ea12d5f138f4833d6250a3e2caf7a038bb57	lowconf
09c530692966ceca262c7868cad01f1dbb7d69456ef568120993e5ffab69ebc3	negative
f0a42e8810b6d7a0192e8ec9b1d64debe7b3e08c9e035b0a2238ab38c207bfec	lowconf
1713c022601d9b2a98297fafca7ca8963c43611defb6a3181cf92e04ea4e025e	negative
ea0eb9452d4e48c9d032e4c27cce57ae5d862ebb898c3466f2a86e9138108eae	negative
7bc4e77f0e27db69085d504af1e6d2f6706efaae621134d1d54ac91d280a88fa	negative
430a835c3b82bbb280edf630b41e6a4d911ea00a626444e9eb764e3fae7a525a	negative
04093974c2b0342b678999016fc89b1ba117b40350cd82f8c2165db85e6433bd	negative
36408a0e61ac6268a015c69657af3a0d014e9872e63b5b0f16f01a4f63798226	negative
242f90c13e94cc68464b1b10e72f05a8382455d527bad1d45ace57e12b924185	negative
235dc426e624e1c4482516dac46032157898e822b1f8fed7427fbed154cf9fb7	negative
d1cafe8af733ffbab4cbadae57dd96b89bd6c48e74fa5042eb1cbf2bd8526ef7	negative
47bbb02f96633a5a49e4d04591cf268340013da61ea223641eaff613ebb00066	lowconf
81a5e3043f82d7f478ac280c81c33dd8147f67e89db47f4a85e0d4ebed62c2f3	negative
6e978ac50e4baa5e28905afb490878e525a181d7355c47432db76e7444c3066e	negative
