affy_hg_u133_plus_2,weight
208644_at,0.27578783
202470_s_at,0.26987655
202951_at,0.29530369
200783_s_at,0.31490195
201425_at,0.13137903
1565162_s_at,0.08886402
231736_x_at,0.08886402
217752_s_at,0.38697337
202486_at,0.30371178
212098_at,0.25043791
209683_at,0.29483393
228677_s_at,0.19243758
200779_at,0.2491429
203657_s_at,0.17822457
204072_s_at,0.21255699
228737_at,0.21956366
